Address description,Price,Rooms,Rooms detailed,Surface area,Bathrooms,Floor,House type,Total building floors,Year of construction,Condition,Energy Efficiency,URL
"3-room flat via Augusto Nomis di Cossilla 14, Centro Europa, Turin","€ 137,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchenette",85 m²,,"4°, with lift",Apartment | Full ownership | Stately property class,5 floors,1966,Good condition / Liveable,E,https://www.immobiliare.it/en/annunci/100811597/
"Apartment corso Galileo Ferraris 140, Crocetta, Turin","€ 450,000",5+,"5+ (6 bedrooms, 1 other), 2 bathrooms, kitchen diner",198 m²,2,"1°, with lift",Apartment | Full ownership | Stately property class,6 floors,1950,Good condition / Liveable,D,https://www.immobiliare.it/en/annunci/99743156/
"3-room flat via Asiago 71, Pozzo Strada, Turin","€ 82,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",65 m²,,"Ground floor, with disabled access",Apartment | Full ownership | Stately property class,4 floors,1970,Excellent / Refurbished,D,https://www.immobiliare.it/en/annunci/99224570/
"4-room flat via Principi d'Acaja 20, Cit Turin, Turin","€ 244,000",4,"4 (3 bedrooms, 1 other), 2 bathrooms, kitchen diner",108 m²,2,Mezzanine,Apartment | Full ownership | Stately property class,5 floors,1900,Excellent / Refurbished,F,https://www.immobiliare.it/en/annunci/96334378/
"2-room flat via Rivarossa 14, Barriera di Milano, Turin","€ 36,900",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",50 m²,,4°,Apartment | Full ownership | Medium property class,4 floors,1960,Excellent / Refurbished,D,https://www.immobiliare.it/en/annunci/101378975/
"4-room flat via Giuseppe Mazzini, Via della Rocca, Turin","€ 435,000",4,"4 (2 bedrooms, 2 others), 2 bathrooms, open kitchen",135 m²,2,"1° floor, with lift",Apartment | Full ownership | Stately property class,6 floors,1920,Excellent / Refurbished,,https://www.immobiliare.it/en/annunci/100826061/
"4-room flat via San Secondo 43, San Secondo, Turin","€ 209,000",4,"4 (3 bedrooms, 1 other), 1 bathroom, kitchen diner",90 m²,,"3°, with lift",Apartment | Full ownership | Medium property class,6 floors,1960,Good condition / Liveable,,https://www.immobiliare.it/en/annunci/101297291/
"4-room flat via Mentana 9, Gran Madre - Crimea, Turin","€ 1,050,000",4,"4 (2 bedrooms, 2 others), 2 bathrooms, kitchen diner",210 m²,2,"1° floor, with lift",Apartment | Full ownership | Medium property class,2 floors,1930,To be refurbished,,https://www.immobiliare.it/en/annunci/99369550/
"Penthouse via Carlo Alberto 29, Via Roma, Turin","€ 395,000",4,"4 (2 bedrooms, 2 others), 2 bathrooms, kitchen diner",140 m²,2,3°,Penthouse | Full ownership,,,To be refurbished,E,https://www.immobiliare.it/en/annunci/101513519/
"Single family villa Strada dei Ronchi 64, Cavoretto, Turin","€ 680,000",5,"5 (3 bedrooms, 2 others), 2 bathrooms, kitchen diner",204 m² - See detail,2,"3 floors: Ground floor, Mezzanine, 1°",Single family villa | Full ownership | Medium property class,1 floor,1950,Excellent / Refurbished,D,https://www.immobiliare.it/en/annunci/101565273/
"4-room flat via Saluzzo 23, San Salvario - Baretti, Turin","€ 229,000",4,"4 (3 bedrooms, 1 other), 2 bathrooms, kitchen diner",108 m² - See detail,2,1°,Apartment | Full ownership | Medium property class,3 floors,1907,Good condition / Liveable,,https://www.immobiliare.it/en/annunci/99948374/
"Apartment via San Tommaso 29, Via Roma, Turin","€ 690,000",5,"5 (2 bedrooms, 3 others), 2 bathrooms, kitchen diner",175 m²,2,"4°, with lift",Apartment | Full ownership | Stately property class,4 floors,,Excellent / Refurbished,,https://www.immobiliare.it/en/annunci/100791795/
Building for Sale,"€ 899,500",5+,"5+ rooms, 3+ bathrooms",378 m²,3+,4°,Building | Stately property class,1 floor,1935,Excellent / Refurbished,,https://www.immobiliare.it/en/annunci/101209453/
"4-room flat via Giovanni Servais 190, Parella, Turin","€ 229,000",4,"4 (2 bedrooms, 2 others), 2 bathrooms, kitchen diner",130 m²,2,"1°, with lift",Apartment | Full ownership | Stately property class,2 floors,1970,Excellent / Refurbished,G,https://www.immobiliare.it/en/annunci/101246475/
"4-room flat corso Svizzera 67, Campidoglio, Turin","€ 239,000",4,"4 (3 bedrooms, 1 other), 1 bathroom, kitchen diner",93 m²,,1°,Apartment | Stately property class,5 floors,1950,Excellent / Refurbished,F,https://www.immobiliare.it/en/annunci/99339446/
"Penthouse corso Galileo Ferraris, Crocetta, Turin","€ 1,150,000",5+,"5+ (4 bedrooms, 4 others), 3 bathrooms, kitchen diner",226 m²,3,"8° floor, with lift",Penthouse | Full ownership | Stately property class,8 floors,1938,Excellent / Refurbished,D,https://www.immobiliare.it/en/annunci/100642159/
"4-room flat via della Consolata 5, Quadrilatero Romano, Turin","€ 349,000",4,"4 (2 bedrooms, 2 others), 2 bathrooms, kitchen diner",130 m²,2,"1°, with lift",Apartment | Full ownership | Stately property class,3 floors,1735,Excellent / Refurbished,G,https://www.immobiliare.it/en/annunci/100450646/
"4-room flat via Guglielmo Reiss Romoli 81, Barriera di Lanzo, Turin","€ 87,000",4,"4 (2 bedrooms, 2 others), 2 bathrooms, kitchen diner",86 m²,2,"7°, with lift, with disabled access",Apartment | Full ownership | Medium property class,9 floors,1980,To be refurbished,B,https://www.immobiliare.it/en/annunci/100564374/
"Apartment via Giuseppe Luigi Lagrange 3, Via Roma, Turin",price on application,5,"5 (2 bedrooms, 3 others), 3 bathrooms, kitchen diner",220 m²,3,"2°, with lift",Apartment | Full ownership | Stately property class,4 floors,1850,Excellent / Refurbished,,https://www.immobiliare.it/en/annunci/100119246/
"4-room flat corso Francia 333/5, Pozzo Strada, Turin","€ 239,000",4,"4 (2 bedrooms, 2 others), 1 bathroom, kitchen diner",125 m²,,"6°, with lift, with disabled access",Apartment | Full ownership | Stately property class,9 floors,,Good condition / Liveable,D,https://www.immobiliare.it/en/annunci/100657799/
"4-room flat via Bernardino Galliari 12, San Salvario - Baretti, Turin","€ 285,000",4,"4 (2 bedrooms, 2 others), 1 bathroom, kitchen nook",90 m²,,1°,Apartment | Full ownership | Medium property class,5 floors,1890,Good condition / Liveable,,https://www.immobiliare.it/en/annunci/101394389/
"2-room flat via Guastalla 25, Vanchiglia, Turin","€ 130,000",2,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",63 m²,,Mezzanine,Apartment | Full ownership | Economic property class,1 floor,2015,Excellent / Refurbished,B,https://www.immobiliare.it/en/annunci/94956622/
"Apartment corso 11 Febbraio 6, Aurora, Turin","€ 175,000",5+,"5+ (3 bedrooms, 3 others), 1 bathroom, kitchen diner",110 m²,,"2°, with lift, with disabled access",Apartment | Full ownership | Medium property class,5 floors,1930,Good condition / Liveable,E,https://www.immobiliare.it/en/annunci/101130565/
"4-room flat corso Principe Oddone 3, San Donato, Turin","€ 159,000",4,"4 (3 bedrooms, 1 other), 2 bathrooms, kitchen diner",109 m²,2,"Mezzanine, with lift, with disabled access",Apartment | Full ownership | Stately property class,4 floors,1900,Good condition / Liveable,E,https://www.immobiliare.it/en/annunci/101236729/
"3-room flat via Leinì 95, Barriera di Milano, Turin","€ 79,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",64 m²,,"Mezzanine, with disabled access",Apartment | Full ownership | Medium property class,3 floors,1950,Excellent / Refurbished,E,https://www.immobiliare.it/en/annunci/101263609/
"4-room flat via Rio De Janeiro 28, San Paolo, Turin","€ 259,000",4,"4 (2 bedrooms, 2 others), 2 bathrooms, kitchen diner",100 m²,2,3°,Apartment | Full ownership | Stately property class,5 floors,1960,Excellent / Refurbished,E,https://www.immobiliare.it/en/annunci/100659367/
"4-room flat via Vincenzo Monti 40, San Salvario - Dante, Turin","€ 420,000",4,"4 (2 bedrooms, 2 others), 2 bathrooms, kitchen diner",112 m²,2,"2°, with lift, with disabled access",Apartment | Full ownership | Stately property class,4 floors,2024,New / Under construction,A,https://www.immobiliare.it/en/annunci/99738502/
"3-room flat corso Peschiera, Pozzo Strada, Turin","€ 153,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchenette",90 m²,,"1°, with lift",Apartment | Full ownership | Stately property class,9 floors,1974,To be refurbished,E,https://www.immobiliare.it/en/annunci/98929962/
"Apartment corso Alessandro Tassoni 4, San Donato, Turin","€ 890,000",5,"5 (3 bedrooms, 2 others), 3 bathrooms, open kitchen",189 m²,3,"9° floor, with lift, with disabled access",Apartment | Full ownership | Stately property class,10 floors,,New / Under construction,,https://www.immobiliare.it/en/annunci/92795966/
"Single-family detached house via San Secondo, San Secondo, Turin","€ 319,000",4,"4 (2 bedrooms, 2 others), 2 bathrooms, semi-habitable kitchen",145 m²,2,"Ground floor, with lift, with disabled access",Single-family detached house | Full ownership | Medium property class,1 floor,,Excellent / Refurbished,A4,https://www.immobiliare.it/en/annunci/101348147/
"4-room flat via Giovanni Bovetti 12, Mirafiori Sud - Onorato Vigliani, Turin","€ 114,000",4,"4 (3 bedrooms, 1 other), 1 bathroom, kitchen diner",115 m²,,"5°, with lift",Apartment | Full ownership | Medium property class,6 floors,1970,Good condition / Liveable,F,https://www.immobiliare.it/en/annunci/101084089/
"3-room flat corso Emilia 35, Aurora, Turin","€ 84,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",70 m² - See detail,,4°,Apartment | Full ownership | Medium property class,5 floors,,Good condition / Liveable,G,https://www.immobiliare.it/en/annunci/100162152/
"3-room flat via Carlo Alberto  47, Via Roma, Turin","€ 378,000",3,"3 (1 bedroom, 2 others), 1 bathroom, kitchen diner",73 m²,,"3°, with lift",Apartment | Full ownership | Stately property class,3 floors,1900,Excellent / Refurbished,E,https://www.immobiliare.it/en/annunci/95231154/
"Apartment via Monte Pertica 6, Parella, Turin","€ 230,000",5,"5 (3 bedrooms, 2 others), 2 bathrooms, kitchen nook",168 m² - See detail,2,"3 floors: Ground floor, from 1° to 2°",Apartment | Full ownership | Stately property class,2 floors,1970,Excellent / Refurbished,D,https://www.immobiliare.it/en/annunci/100542186/
"3-room flat corso Francia 27, Cit Turin, Turin","€ 309,000",3,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",107 m²,2,Ground floor,Apartment | Full ownership,1 floor,2016,New / Under construction,B,https://www.immobiliare.it/en/annunci/100480684/
"Apartment via Cernaia  28, Quadrilatero Romano, Turin","€ 490,000",5,"5 (2 bedrooms, 3 others), 2 bathrooms, kitchen nook",178 m²,2,"6° floor, with lift",Apartment | Full ownership | Medium property class,6 floors,1864,To be refurbished,F,https://www.immobiliare.it/en/annunci/101200561/
"2-room flat via Melchiorre Voli 8, Mirafiori Nord, Turin","€ 80,000",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",44 m²,,"2°, with lift",Apartment | Full ownership | Stately property class,6 floors,1960,Excellent / Refurbished,G,https://www.immobiliare.it/en/annunci/96283598/
"3-room flat via Mompellato 4, Cenisia, Turin","€ 107,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchenette",75 m²,,2°,Apartment | Full ownership | Medium property class,4 floors,1960,To be refurbished,,https://www.immobiliare.it/en/annunci/101630205/
"4-room flat via Bologna 9, Aurora, Turin","€ 168,000",4,"4 (2 bedrooms, 2 others), 2 bathrooms, open kitchen",80 m² - See detail,2,"2 floors: 4°, 6°, with lift",Apartment | Full ownership | Medium property class,5 floors,1965,Good condition / Liveable,E,https://www.immobiliare.it/en/annunci/101037237/
"3-room flat via Camillo Benso di Cavour 50, Via della Rocca, Turin","€ 238,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen nook",95 m² - See detail,,"2 floors: Basement (-1), Mezzanine, with lift",Apartment | Full ownership | Stately property class,6 floors,,To be refurbished,F,https://www.immobiliare.it/en/annunci/100485292/
"4-room flat via Monte Rosa 129, Barriera di Milano, Turin","€ 125,000",4,"4 (2 bedrooms, 2 others), 1 bathroom, kitchen diner",132 m²,,"Mezzanine, with disabled access",Apartment | Full ownership | Economic property class,5 floors,1950,Excellent / Refurbished,F,https://www.immobiliare.it/en/annunci/100897235/
"2-room flat via Ceresole 15, Barriera di Milano, Turin","€ 45,000",2,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",50 m²,,5° floor,Apartment | Full ownership | Medium property class,5 floors,1930,Excellent / Refurbished,G,https://www.immobiliare.it/en/annunci/98380954/
"Apartment good condition, second floor, Santa Rita, Turin","€ 290,000",5,"5 (3 bedrooms, 2 others), 2 bathrooms, kitchen diner",155 m² - See detail,2,"2 floors: Basement (-1), 2°, with lift, with disabled access",Apartment | Full ownership,5 floors,,Good condition / Liveable,,https://www.immobiliare.it/en/annunci/99601826/
"2-room flat via Enrico Gotti 4, Lucento, Turin","€ 110,000",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",52 m²,,"1°, with lift, with disabled access",Apartment | Full ownership | Medium property class,4 floors,2010,Excellent / Refurbished,B,https://www.immobiliare.it/en/annunci/100135142/
"3-room flat via Vincenzo Steffenone 4, Lingotto, Turin","€ 190,000",3,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",101 m²,2,"2°, with lift",Apartment | Full ownership | Stately property class,9 floors,1970,Excellent / Refurbished,E,https://www.immobiliare.it/en/annunci/101111725/
"Apartment via Vassalli Eandi 28, Cit Turin, Turin","€ 480,000",5,"5 (4 bedrooms, 1 other), 2 bathrooms, kitchen diner",200 m²,2,"4° floor, with lift",Apartment | Full ownership | Stately property class,4 floors,1960,To be refurbished,,https://www.immobiliare.it/en/annunci/98277862/
"4-room flat via del Carmine 15, Cittadella, Turin","€ 310,000",4,"4 (2 bedrooms, 2 others), 1 bathroom, kitchen nook",93 m²,,"2°, with lift, with disabled access",Apartment | Full ownership | Stately property class,5 floors,1970,Excellent / Refurbished,D,https://www.immobiliare.it/en/annunci/100677609/
"3-room flat via Pietrino Belli 43, Parella, Turin","€ 125,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",78 m²,,"3°, with disabled access",Apartment | Full ownership | Medium property class,4 floors,1930,Excellent / Refurbished,D,https://www.immobiliare.it/en/annunci/100624309/
"4-room flat via Nuoro 30, Santa Rita, Turin","€ 155,000",4,"4 (2 bedrooms, 2 others), 1 bathroom, kitchen diner",88 m²,,"2°, with lift",Apartment | Full ownership | Medium property class,8 floors,1960,Good condition / Liveable,G,https://www.immobiliare.it/en/annunci/100323540/
"3-room flat corso Re Umberto 144, Santa Rita, Turin","€ 160,000",3,"3 (1 bedroom, 2 others), 1 bathroom, kitchen diner",70 m²,,"3° floor, with lift",Apartment | Full ownership | Stately property class,10 floors,1956,Excellent / Refurbished,F,https://www.immobiliare.it/en/annunci/98817706/
"3-room flat corso Vittorio Emanuele II 162, Cit Turin, Turin","€ 285,000",3,"3 (1 bedroom, 2 others), 1 bathroom, semi-habitable kitchen",80 m²,,"5° floor, with lift",Apartment | Full ownership | Stately property class,8 floors,1950,Excellent / Refurbished,C,https://www.immobiliare.it/en/annunci/100406400/
"Apartment corso Fiume 10, Gran Madre - Crimea, Turin",price on application,5+,"5+ (3 bedrooms, 4 others), 2 bathrooms, kitchen diner",246 m²,2,"1° floor, with lift",Apartment | Full ownership | Stately property class,4 floors,1900,Excellent / Refurbished,E,https://www.immobiliare.it/en/annunci/100406554/
"4-room flat via XX Settembre, Via Roma, Turin","€ 871,000",4,"4 (2 bedrooms, 2 others), 2 bathrooms, kitchen diner",132 m²,2,"Mezzanine, with lift, with disabled access",Apartment | Full ownership | Medium property class,5 floors,1890,Excellent / Refurbished,A4,https://www.immobiliare.it/en/annunci/101072383/
"4-room flat corso Enrico Gamba 36, Parco Dora, Turin","€ 229,000",4,"4 (2 bedrooms, 2 others), 2 bathrooms, kitchen diner",100 m² | commercial 119 m² - See detail,2,"2°, with lift, with disabled access",Apartment | Full ownership | Stately property class,5 floors,2006,Excellent / Refurbished,C,https://www.immobiliare.it/en/annunci/100758565/
"Studio via Cagliari 22, Regio Parco, Turin","€ 128,000",,"1 bedroom, 1 bathroom, kitchen diner",35 m²,,"Ground floor, with disabled access",Apartment | Full ownership | Stately property class,2 floors,1900,Excellent / Refurbished,B,https://www.immobiliare.it/en/annunci/85712316/
"3-room flat via Madama Cristina 85, San Salvario - Dante, Turin","€ 167,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen nook",72 m²,,"4°, with lift",Apartment | Full ownership | Medium property class,5 floors,1935,To be refurbished,,https://www.immobiliare.it/en/annunci/101500271/
"4-room flat via Digione 7, Campidoglio, Turin","€ 299,000",4,"4 (2 bedrooms, 2 others), 1 bathroom, kitchen diner",110 m²,,"4°, with lift",Apartment | Full ownership | Medium property class,5 floors,1930,Excellent / Refurbished,D,https://www.immobiliare.it/en/annunci/100657181/
